1,0.9998,0.0598,0,0,0,0,0,0,0.1526,0.9364,1,1,0.9956,0.1316,0,0,0,0,0,0,0,0,0.6098,0.9982,0.4724,0,0,0,0,0,0.000199999999999978,0.9632,1,1,1,0.9934,0,0,0.7164,0.823,0.9986,0.8706,0.000199999999999978,0,0,0,0,0.00119999999999998,0.00119999999999998,0,0,0,0,0,0,0,0,0,0,0.0432,0.9886,1,1,1,0.9958,0.00260000000000005,0,0,0,0,0,0,0,0.3794,0.9952,0.9964,0.9946,0.9958,0.999,0.937,0.2048,0.00260000000000005,0,0,0.0188,0.67,0.67,0.0258,0.000199999999999978,0,0,0,0,0,0,0,0,0,0,0,0,0.0122,0.031,0.0234,0.000399999999999956,0.00160000000000005,0.1126,0.999,1,1
0.9978,0.001,0,0,0,0,0,0,0.5754,0.9844,1,1,0.9918,0.001,0,0,0,0,0,0,0,0.000399999999999956,0.6168,0.9982,0.4704,0,0,0,0,0,0.00139999999999996,0.9894,1,1,1,0.9908,0,0,0.9908,1,0.9916,0.8686,0,0,0,0,0,0.00119999999999998,0.00119999999999998,0,0,0,0,0,0,0,0,0,0.000399999999999956,0.2398,0.9902,1,1,1,0.9938,0.000600000000000045,0,0,0,0,0,0,0,0.3912,1,0.999,0.989,0.9824,0.9852,0.9202,0.0426,0.000800000000000023,0,0.000199999999999978,0.0228,0.67,0.6698,0.00439999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0.000199999999999978,0.0196,0.032,0.0246,0.00139999999999996,0.00360000000000005,0.1492,0.999,1,1,0.001
0.4656,0.4774,0.4832,0.4772,0.4768,0.474,0.4668,0.4696,0.465,0.4678,0.4692,0.4696,0.4586,0.4688,0.47,0.4734,0.4694,0.4706,0.4628,0.4618,0.4636,0.4714,0.4786,0.4738,0.468,0.479,0.4776,0.476,0.4578,0.4684,0.46,0.482,0.4676,0.477,0.4604,0.4774,0.4644,0.4678,0.474,0.468,0.4574,0.4658,0.4648,0.4694,0.4606,0.4668,0.4774,0.475,0.4608,0.4696,0.4718,0.4702,0.461,0.4642,0.4664,0.4722,0.4648,0.466,0.4678,0.4664,0.461,0.4696,0.4666,0.4778,0.4546,0.4774,0.4774,0.4714,0.4612,0.4588,0.4768,0.4678,0.4588,0.4672,0.4652,0.4724,0.4624,0.4754,0.4676,0.469,0.472,0.4744,0.4802,0.4798,0.48,0.4826,0.4764,0.471,0.468,0.4736,0.475,0.472,0.4728,0.4624,0.466,0.473,0.4578,0.4708,0.46,0.4672,0.4674,0.4638,0.464,0.4654,0.469,0.466,0.4644,0.4752,0.4722,0.479,0.4764
