DATE	YER	PCR	ITR	GCR	MTR	XTR	SZR	YED	PCD	ITD	GCD	MTD	XTD	TOT	EEN	USD	QTAUF	QTEXPA	QTLAG	QTPR	QTPRO	QTBAUF	QTBPR	QTBBGL	QTBAGL	ECOSEN	INDSEN	KTPROL	KTAUF	KTAUSL	KTLAG	KTPRON	KTVPN	BAUVPN	EECOS	EINDSE	EBAUSE	EHANSE	EKONSE	IFOERW	IFOKL	IFOGL	PMI	HICP	HICP-FO	HICP-PF	HICP-UF	HICP-G	HICP-IG	HICP-GX	HICP-E	HICP-S	HICP-XA	HICP-XE	HICP-XF	HICP-XG	VPIG86	VPI-WOH8	TLIG86	TLIARG86	TLIANG86	GHPIG	GHPIOS	GHPIGG	GHPIGL	GHPIGK	GHPIVBG	GHPIKONG	GHPIINVG	GHPIINTG	OEL	EXPG	EXP6	EXP7	EXP8	IMPG	IMP6	IMP7	IMP8	EXP-US	EXP-EU	EXP-DE	IMP-US	IMP-EU	IMP-DE	ALQN	ALQNSA	ALOSM	ALOSW	OFST	STANDR	INDPROD	ATX	M1	M2	M3	DAX	DowJones	STI	SEKMRE	YIELD	DCR-HH	DCR-F	DCR-G	DEBT	DCR
1995Q1	42897.9 	24065.1 	9703.6 	8789.7 	16011.9 	15842.1 	509.2 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-7.5 	-13.3 	8.7 	7.6 	8.6 	-24.2 	-10.1 	-27.8 	-21.3 	103.40 	0.00 	20.7 	-5.0 	-11.7 	7.0 	12.0 	10.3 	-10.0 	110.4 	4.0 	-24.7 	-11.3 	-6.3 	106.2 	99.0 	92.0 	54.9 	98.0 	100.2 	98.7 	95.5 	98.6 	97.9 	100.1 	90.9 	94.8 	97.4 	98.0 	97.9 	97.9 	127.9 	141.9 	143.9 	150.8 	145.1 	109.7 	109.7 	110.0 	108.6 	106.2 	120.3 	118.4 	100.6 	100.2 	13.1 	8687.5 	2569.5 	3504.4 	859.5 	9728.1 	2034.3 	3817.4 	2493.7 	275.7 	5785.9 	4014.1 	505.8 	9800.5 	5260.1 	6.4 	6.3 	116906.3 	94092.8 	27850.7 	770.4 	81.0 	997.1 	39.6 	115.5 	117.9 	1727.1 	3962.4 	5.0 	7.6 	2.6 	39561.5 	85643.1 	32155.8 	167089.2 	171297.4 
1995Q2	43038.3 	24130.9 	10044.4 	8763.6 	16379.4 	15747.0 	731.8 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-17.9 	-24.8 	14.3 	-1.8 	-2.2 	-31.3 	-14.3 	-29.1 	-35.3 	100.70 	-9.33 	6.7 	-15.7 	-21.7 	13.3 	1.7 	0.7 	-14.0 	107.0 	0.7 	-28.3 	-12.7 	-6.7 	99.5 	95.1 	90.7 	48.0 	98.2 	100.3 	98.3 	95.2 	98.9 	98.4 	100.3 	91.4 	95.6 	97.8 	98.2 	98.3 	98.1 	128.6 	143.5 	145.1 	152.1 	146.4 	109.4 	109.6 	110.2 	108.5 	107.1 	119.4 	117.9 	100.7 	100.8 	13.8 	8565.0 	2586.7 	3382.7 	815.9 	9814.0 	2067.2 	3818.0 	2492.4 	256.8 	5813.0 	3989.6 	488.1 	9698.8 	5362.3 	6.5 	6.5 	117586.0 	94992.5 	26047.2 	840.4 	81.3 	998.3 	40.9 	117.5 	120.0 	1716.7 	4377.0 	4.7 	7.2 	2.5 	40081.4 	87083.2 	32577.7 	169280.9 	173590.1 
1995Q3	43094.2 	24353.7 	10033.9 	8820.0 	16149.3 	16123.5 	-87.6 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-30.0 	-35.3 	19.1 	-9.6 	-7.5 	-44.7 	-30.0 	-42.9 	-44.5 	98.33 	-18.00 	-4.0 	-27.0 	-32.0 	18.3 	-8.0 	-8.0 	-26.7 	103.6 	-4.0 	-31.3 	-11.7 	-8.0 	96.5 	91.8 	87.1 	48.6 	98.4 	99.7 	98.3 	95.0 	98.8 	98.4 	100.3 	91.5 	96.4 	98.0 	98.3 	98.6 	98.3 	129.2 	145.0 	146.3 	153.3 	147.6 	107.6 	107.6 	109.9 	108.1 	106.9 	113.6 	114.1 	100.2 	101.3 	12.5 	8638.3 	2609.5 	3389.3 	817.3 	9802.8 	2061.1 	3802.4 	2598.0 	269.5 	5995.9 	4125.9 	546.7 	9753.4 	5378.3 	6.6 	6.6 	120435.0 	96299.2 	24151.3 	922.9 	81.3 	1023.6 	41.7 	119.2 	121.8 	1840.7 	4687.1 	4.3 	7.0 	2.7 	40534.9 	88351.7 	33678.0 	172129.1 	176420.4 
1995Q4	43340.0 	24344.2 	10281.7 	8844.8 	16209.4 	15853.0 	225.8 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-36.2 	-39.8 	21.9 	-11.7 	-7.9 	-55.0 	-40.0 	-52.2 	-47.6 	98.10 	-21.33 	-10.0 	-34.0 	-38.0 	21.3 	-9.0 	-11.7 	-37.3 	98.7 	-9.7 	-33.3 	-11.3 	-12.0 	96.6 	89.7 	83.0 	46.3 	98.4 	99.0 	98.0 	94.5 	98.5 	98.3 	100.3 	91.9 	97.1 	98.2 	98.4 	99.0 	98.5 	129.5 	146.6 	147.4 	154.4 	148.7 	107.1 	107.1 	110.0 	107.9 	107.7 	111.9 	113.1 	100.1 	101.3 	12.9 	8514.2 	2507.4 	3421.3 	811.7 	9860.2 	2046.5 	3977.1 	2501.8 	257.1 	5950.2 	4077.4 	522.2 	9711.7 	5215.9 	6.9 	6.9 	125087.3 	97811.9 	21661.2 	1051.1 	79.0 	935.2 	41.8 	120.9 	123.4 	1824.9 	4945.1 	4.2 	6.7 	2.6 	41099.0 	89476.3 	34760.5 	174768.9 	179109.9 
1996Q1	43480.6 	24651.2 	10045.5 	8888.7 	16505.3 	16393.0 	7.5 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-47.1 	-46.9 	25.6 	-14.6 	-6.5 	-60.0 	-43.7 	-55.0 	-54.0 	97.43 	-25.00 	-13.7 	-46.3 	-48.7 	25.7 	-3.0 	-19.3 	-40.7 	93.9 	-14.7 	-40.7 	-12.3 	-15.3 	96.1 	87.9 	79.9 	46.1 	99.7 	100.4 	98.7 	94.9 	99.0 	98.6 	100.3 	92.9 	97.7 	98.4 	98.5 	99.4 	98.6 	130.1 	148.3 	148.5 	155.7 	149.9 	108.0 	107.8 	110.2 	107.8 	107.7 	113.4 	114.1 	100.9 	102.0 	13.9 	8827.2 	2552.3 	3595.8 	842.6 	10214.9 	2072.9 	4112.8 	2645.9 	271.6 	5994.1 	4111.9 	558.1 	9980.7 	5497.3 	7.1 	7.1 	132886.4 	99885.4 	21022.6 	1125.1 	79.0 	1052.1 	41.1 	121.8 	124.5 	1998.2 	5435.6 	3.5 	6.4 	3.0 	41480.1 	90358.5 	35569.6 	176179.3 	180505.8 
1996Q2	43836.5 	25334.2 	10257.8 	8897.6 	16946.3 	16422.1 	-129.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-56.4 	-57.1 	26.3 	-16.8 	-5.6 	-57.1 	-41.3 	-64.0 	-39.7 	97.37 	-26.67 	-15.3 	-49.7 	-52.3 	25.7 	-4.7 	-15.7 	-39.0 	91.0 	-18.7 	-41.3 	-9.7 	-18.0 	96.7 	87.5 	78.7 	50.7 	99.9 	100.7 	98.7 	94.6 	99.3 	98.9 	100.3 	94.8 	98.3 	98.6 	98.8 	99.8 	98.9 	130.7 	149.8 	149.5 	156.7 	150.8 	108.1 	108.6 	110.3 	107.8 	107.9 	113.3 	115.2 	101.0 	102.3 	14.8 	8795.6 	2441.2 	3668.7 	825.9 	10306.0 	2023.2 	4262.9 	2667.1 	286.5 	5962.4 	4120.6 	589.9 	10062.6 	5475.9 	7.1 	7.1 	129497.7 	102503.9 	20227.9 	1171.7 	80.2 	1108.0 	41.4 	122.8 	125.4 	2066.8 	5626.4 	3.3 	6.5 	3.3 	42089.9 	91591.3 	36289.0 	178720.4 	183008.0 
1996Q3	44087.1 	24826.1 	10387.0 	8937.3 	17169.6 	16543.6 	562.7 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-46.7 	-49.7 	24.3 	-12.4 	-3.0 	-46.3 	-23.9 	-45.6 	-30.4 	97.73 	-23.00 	-8.7 	-44.7 	-48.7 	24.7 	-0.3 	-13.7 	-25.3 	92.1 	-18.0 	-41.7 	-11.3 	-18.7 	100.0 	89.9 	80.2 	50.8 	100.0 	99.4 	98.9 	94.1 	99.3 	99.2 	100.4 	96.9 	98.9 	98.9 	99.1 	100.2 	99.1 	131.8 	151.0 	150.5 	157.7 	151.7 	108.2 	109.9 	110.4 	107.8 	108.2 	113.3 	117.4 	101.1 	102.5 	15.7 	9003.9 	2501.5 	3700.0 	873.5 	10529.9 	2072.7 	4265.9 	2754.5 	296.3 	6152.4 	4195.0 	581.8 	10337.9 	5627.3 	7.0 	7.0 	126771.5 	103204.8 	18807.6 	1245.8 	82.1 	1038.5 	41.5 	123.1 	125.6 	2068.0 	5661.9 	3.4 	6.4 	3.0 	42755.2 	92626.8 	36099.1 	180215.9 	184694.0 
1996Q4	44106.7 	24945.8 	10296.8 	8906.1 	17344.8 	17280.2 	22.6 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.3 	-37.9 	-43.9 	19.2 	-13.0 	0.2 	-41.6 	-20.4 	-34.9 	-33.2 	98.00 	-21.00 	0.0 	-38.0 	-45.7 	20.0 	-4.7 	-10.7 	-19.0 	94.9 	-14.3 	-39.7 	-10.3 	-17.7 	103.2 	92.2 	81.7 	52.9 	100.4 	99.5 	99.0 	94.4 	99.6 	99.5 	100.4 	99.6 	99.5 	99.2 	99.4 	100.5 	99.3 	132.1 	152.1 	151.5 	158.6 	152.6 	108.6 	110.4 	110.4 	107.8 	107.6 	112.4 	116.8 	101.0 	103.3 	17.5 	9490.7 	2560.7 	3988.9 	894.9 	10616.8 	2045.6 	4194.2 	2783.2 	333.8 	5977.0 	4165.3 	579.0 	10204.6 	5511.4 	7.0 	6.9 	123538.9 	104357.1 	17388.5 	1327.2 	82.8 	1095.6 	42.2 	124.7 	127.4 	2240.3 	6254.3 	3.3 	5.9 	2.6 	43509.5 	94754.2 	34755.1 	181910.6 	186300.8 
1997Q1	43824.3 	25042.9 	10424.3 	8707.8 	18356.8 	17815.1 	191.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.2 	-38.5 	-40.0 	17.4 	-6.5 	3.9 	-46.7 	-24.0 	-37.7 	-24.9 	98.43 	-15.00 	0.0 	-35.0 	-40.7 	16.0 	5.7 	-5.3 	-18.7 	97.3 	-10.3 	-37.0 	-11.3 	-16.0 	104.2 	94.1 	84.2 	53.6 	101.0 	100.8 	99.3 	94.8 	99.7 	99.4 	100.3 	99.7 	100.0 	99.5 	99.6 	100.9 	99.5 	132.5 	152.9 	152.5 	159.4 	153.2 	108.3 	110.1 	110.3 	108.2 	107.6 	113.2 	117.1 	101.4 	102.9 	16.0 	9900.0 	2623.6 	4155.4 	981.8 	11148.6 	2182.8 	4493.9 	2864.8 	346.7 	6496.8 	4332.8 	680.1 	10650.3 	5754.3 	7.0 	6.9 	127627.9 	103715.4 	18040.6 	1290.3 	83.6 	1199.6 	42.4 	125.5 	128.3 	2562.6 	6836.8 	3.3 	5.7 	2.4 	44517.0 	96642.1 	33632.9 	183804.7 	188567.3 
1997Q2	44372.7 	25202.0 	10199.0 	8733.8 	18555.4 	18315.2 	478.1 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-29.8 	-33.4 	16.1 	-2.9 	7.1 	-44.5 	-27.8 	-40.2 	-27.9 	98.83 	-10.00 	13.0 	-24.7 	-31.7 	13.3 	8.3 	-3.7 	-21.3 	101.2 	-7.0 	-38.0 	-10.3 	-16.3 	103.9 	95.7 	87.7 	54.9 	101.1 	101.7 	99.9 	95.5 	99.7 	99.2 	100.2 	98.6 	100.6 	99.8 	100.0 	101.3 	99.8 	132.9 	153.8 	153.7 	160.5 	154.0 	108.0 	109.8 	110.2 	108.1 	107.7 	112.5 	116.8 	101.1 	103.0 	14.0 	10452.7 	2754.1 	4363.7 	1054.8 	11261.2 	2230.1 	4555.4 	2822.1 	376.7 	6634.7 	4520.5 	668.0 	10766.4 	5897.2 	7.1 	7.1 	129252.0 	103880.9 	18188.4 	1315.3 	84.6 	1248.1 	42.7 	126.7 	129.6 	2847.3 	7168.1 	3.4 	5.8 	2.4 	45055.2 	99253.5 	32495.5 	186250.2 	190749.9 
1997Q3	44938.6 	25401.9 	10430.8 	8814.2 	19550.0 	19544.9 	296.9 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-26.7 	-27.0 	12.8 	-4.7 	5.4 	-47.6 	-32.8 	-44.4 	-33.9 	99.00 	-7.33 	16.3 	-20.7 	-25.3 	11.0 	10.0 	-1.0 	-25.3 	104.7 	-2.0 	-36.3 	-8.7 	-12.3 	107.0 	98.9 	91.0 	56.0 	101.1 	101.3 	100.5 	96.5 	99.8 	99.0 	100.0 	98.5 	101.1 	100.0 	100.3 	101.5 	100.0 	132.8 	154.6 	154.8 	161.4 	154.8 	109.0 	110.5 	110.4 	108.1 	107.9 	115.8 	118.8 	101.2 	102.9 	14.2 	10759.8 	2866.4 	4553.5 	1060.0 	11843.5 	2342.3 	4823.5 	2908.3 	399.5 	6918.4 	4632.7 	939.5 	11104.9 	6053.1 	7.2 	7.1 	129715.1 	105598.0 	19242.6 	1254.1 	87.7 	1398.3 	43.2 	127.7 	130.4 	3293.0 	7930.1 	3.4 	5.6 	2.2 	45665.2 	100833.2 	32181.3 	187936.1 	192541.1 
1997Q4	45392.9 	25718.5 	10785.4 	8853.4 	19632.4 	19150.2 	517.8 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-19.8 	-22.6 	12.5 	-0.9 	10.5 	-45.1 	-26.1 	-36.4 	-30.2 	99.23 	-5.67 	21.7 	-14.3 	-21.3 	9.7 	7.3 	1.0 	-24.0 	107.0 	0.7 	-34.3 	-5.7 	-9.3 	106.6 	99.7 	93.1 	55.5 	101.5 	101.8 	100.8 	97.3 	99.9 	99.0 	100.0 	98.9 	101.6 	100.3 	100.6 	101.9 	100.4 	133.6 	155.5 	155.8 	162.3 	155.6 	109.1 	110.8 	110.2 	107.8 	107.6 	116.1 	119.0 	101.0 	102.8 	14.3 	11103.2 	2990.2 	4557.6 	1117.1 	12027.8 	2417.6 	4954.3 	2892.5 	474.4 	7163.9 	4714.7 	794.0 	11387.3 	6195.0 	7.2 	7.1 	127720.2 	106412.4 	20740.1 	1150.6 	89.6 	1315.2 	42.9 	127.6 	129.9 	3198.0 	7819.3 	3.8 	5.5 	1.7 	46275.8 	101649.8 	32481.4 	189474.9 	193729.1 
1998Q1	45959.8 	25810.1 	11106.8 	8934.2 	19811.3 	20035.1 	-115.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-18.7 	-25.1 	10.5 	-0.8 	9.7 	-46.8 	-25.9 	-37.4 	-32.4 	99.47 	-4.33 	13.3 	-15.3 	-22.0 	11.0 	13.3 	0.0 	-25.3 	110.1 	1.7 	-28.0 	-2.7 	-7.3 	104.8 	99.2 	93.7 	53.2 	102.0 	103.3 	101.1 	98.1 	99.9 	98.8 	100.2 	97.1 	102.2 	100.5 	101.0 	102.2 	100.7 	133.8 	156.5 	156.7 	163.2 	156.3 	108.7 	110.3 	109.7 	107.7 	107.5 	115.7 	118.5 	100.4 	102.7 	10.8 	11230.1 	3116.6 	4707.7 	1081.3 	12219.1 	2437.1 	4985.1 	2957.9 	480.2 	7428.9 	4939.2 	770.8 	11645.7 	6268.4 	7.1 	7.0 	127952.5 	107716.6 	21458.3 	1110.6 	90.8 	1364.0 	42.9 	124.8 	127.3 	3648.1 	8281.9 	3.6 	5.1 	1.5 	46833.9 	103416.5 	31335.3 	191280.0 	194647.7 
1998Q2	46373.6 	25999.1 	10781.8 	9010.8 	20116.2 	20061.6 	636.5 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-19.1 	-23.1 	13.2 	-5.0 	10.3 	-47.8 	-31.8 	-39.3 	-30.2 	99.37 	-6.33 	20.7 	-15.3 	-22.0 	13.3 	10.3 	-5.0 	-28.0 	110.0 	1.7 	-26.0 	-3.0 	-6.0 	104.1 	98.7 	93.4 	50.7 	102.1 	103.8 	101.3 	98.6 	100.0 	98.6 	100.3 	95.7 	102.7 	100.7 	101.3 	102.1 	101.0 	134.1 	157.3 	157.7 	164.1 	157.1 	108.2 	109.8 	109.9 	107.7 	107.3 	115.2 	118.2 	100.3 	101.9 	10.1 	11553.8 	3174.0 	4834.6 	1136.9 	12230.8 	2430.0 	5058.9 	3030.6 	462.8 	7593.1 	5040.8 	678.9 	11646.5 	6346.3 	7.3 	7.3 	131523.9 	109862.0 	22748.3 	1092.6 	91.0 	1543.3 	43.4 	124.7 	126.7 	4319.8 	8996.7 	3.6 	5.0 	1.3 	47478.9 	104752.4 	30960.4 	193872.7 	196487.0 
1998Q3	46404.1 	26131.7 	10679.2 	9079.3 	20086.4 	20094.5 	505.8 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-19.9 	-25.1 	16.2 	-7.6 	8.1 	-50.6 	-26.3 	-45.0 	-33.3 	99.13 	-9.00 	8.7 	-19.3 	-25.7 	15.0 	7.3 	-7.7 	-29.3 	109.9 	-0.7 	-18.3 	0.0 	-3.7 	100.9 	96.2 	91.5 	49.1 	101.8 	102.7 	101.6 	98.7 	99.8 	98.4 	100.3 	94.7 	103.0 	100.7 	101.5 	102.3 	101.2 	134.2 	158.2 	158.7 	165.1 	157.8 	108.3 	109.5 	110.1 	107.6 	107.5 	116.6 	119.0 	100.3 	100.8 	9.9 	11536.7 	3057.2 	4934.6 	1157.9 	12415.5 	2387.7 	5399.5 	3009.4 	475.2 	7699.9 	5059.5 	772.6 	11917.8 	6390.0 	7.3 	7.3 	130939.1 	109136.0 	23966.7 	1032.8 	91.5 	1331.0 	43.8 	126.1 	128.7 	4238.5 	8490.0 	3.6 	4.6 	1.0 	48159.2 	106204.1 	30566.6 	195942.9 	197791.1 
1998Q4	46690.0 	26195.1 	10894.9 	9051.6 	20413.3 	20682.5 	279.4 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.2 	-30.6 	-33.5 	18.4 	-14.2 	2.8 	-44.2 	-28.3 	-36.9 	-28.8 	98.77 	-14.67 	3.7 	-29.0 	-36.3 	17.0 	2.0 	-14.0 	-27.3 	106.5 	-7.0 	-19.3 	-2.7 	-2.0 	96.9 	91.8 	86.8 	47.9 	102.0 	102.8 	101.4 	97.9 	99.7 	98.3 	100.4 	94.1 	103.3 	100.8 	101.7 	102.5 	101.4 	134.5 	159.1 	159.8 	166.2 	158.7 	107.0 	108.5 	110.2 	107.1 	107.2 	114.7 	117.7 	100.5 	99.7 	9.0 	11461.8 	3137.4 	4893.8 	1145.7 	12462.5 	2397.2 	5466.9 	3061.6 	502.7 	7674.2 	5182.3 	730.0 	11973.0 	6557.8 	7.1 	7.1 	127299.0 	107308.4 	24213.8 	993.7 	91.2 	1105.8 	44.6 	126.8 	133.1 	3659.6 	8737.4 	3.5 	4.2 	0.7 	48835.9 	107658.7 	30466.4 	198271.2 	199965.6 
1999Q1	46620.4 	26312.8 	10605.1 	9211.5 	20679.7 	20583.1 	587.5 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-32.4 	-35.3 	16.8 	-15.9 	3.0 	-44.4 	-26.9 	-33.4 	-26.3 	98.60 	-17.00 	-4.7 	-33.7 	-41.0 	18.7 	1.3 	-17.3 	-29.0 	105.0 	-11.0 	-13.0 	-3.3 	-0.7 	95.6 	90.6 	85.7 	51.6 	102.3 	103.6 	101.8 	97.3 	99.5 	98.0 	100.3 	93.2 	103.6 	100.8 	101.7 	102.6 	101.5 	134.4 	160.0 	160.8 	167.3 	159.6 	106.4 	107.7 	110.4 	106.7 	107.0 	115.0 	117.6 	100.1 	99.2 	8.8 	11548.3 	3196.0 	5071.4 	1152.8 	12566.5 	2361.4 	5526.7 	3199.8 	543.7 	7510.0 	5062.4 	834.5 	12067.0 	6567.4 	7.0 	6.9 	127646.8 	105863.9 	27521.8 	860.2 	90.7 	1130.6 	45.6 	129.4 	133.3 	3918.2 	9470.6 	3.1 	4.1 	1.0 	49841.9 	109264.9 	30077.6 	201366.6 	202620.6 
1999Q2	47343.9 	26578.8 	11133.0 	9284.4 	21184.0 	21684.9 	-153.3 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.1 	-39.9 	-41.5 	17.6 	-9.7 	1.7 	-41.4 	-41.6 	-36.4 	-25.2 	98.73 	-17.67 	-3.7 	-31.7 	-47.0 	17.7 	-3.3 	-6.0 	-31.3 	104.7 	-10.3 	-10.3 	-4.0 	-5.7 	98.5 	91.1 	83.8 	54.1 	102.3 	103.1 	101.6 	96.8 	99.7 	98.4 	100.5 	94.2 	103.9 	101.0 	101.8 	102.8 	101.6 	134.6 	160.5 	161.8 	168.3 	160.5 	106.9 	108.2 	110.0 	106.7 	106.4 	116.4 	118.2 	99.8 	99.7 	12.1 	11902.4 	3307.3 	5260.2 	1207.5 	12762.2 	2393.3 	5597.9 	3205.9 	593.1 	7779.5 	5133.6 	777.7 	12183.4 	6661.7 	6.8 	6.8 	123828.9 	102169.4 	29601.7 	782.8 	93.1 	1225.7 	46.5 	130.3 	133.8 	4072.9 	10653.2 	2.6 	4.2 	1.6 	50776.8 	109688.6 	29902.1 	202862.0 	204079.1 
1999Q3	48128.6 	26923.5 	11432.3 	9317.9 	22532.3 	22354.0 	633.3 	1.0 	1.1 	1.0 	1.1 	1.0 	1.0 	1.0 	1.1 	1.0 	-29.0 	-32.8 	13.5 	-6.8 	8.2 	-32.3 	-21.8 	-27.4 	-17.3 	99.43 	-11.33 	4.3 	-27.3 	-37.3 	15.7 	9.7 	-7.0 	-17.0 	105.4 	-6.7 	-9.7 	-6.3 	-4.3 	102.8 	94.6 	86.7 	55.1 	102.3 	101.3 	101.5 	96.5 	100.0 	99.2 	100.7 	96.9 	104.2 	101.3 	101.9 	103.0 	101.8 	135.0 	160.7 	162.7 	169.4 	161.3 	107.3 	108.7 	109.5 	106.4 	105.8 	116.2 	117.8 	98.7 	100.7 	15.5 	12465.4 	3416.0 	5483.1 	1231.6 	13506.6 	2443.4 	6133.7 	3272.5 	581.0 	8172.1 	5295.0 	990.3 	12726.2 	6971.8 	6.6 	6.6 	119916.1 	98341.7 	32341.3 	692.9 	94.3 	1198.2 	48.4 	131.9 	134.9 	4143.4 	10907.4 	2.7 	5.0 	2.3 	51883.7 	111589.8 	29522.0 	205193.7 	206343.8 
1999Q4	48298.2 	27072.4 	11178.5 	9357.8 	23287.7 	23077.8 	899.3 	1.0 	1.1 	1.0 	1.1 	1.0 	1.0 	1.0 	1.1 	1.0 	-25.2 	-28.8 	16.6 	-4.2 	9.0 	-33.9 	-13.6 	-26.9 	-21.2 	99.57 	-9.33 	13.7 	-21.3 	-30.7 	13.0 	6.0 	-5.7 	-13.7 	110.2 	-1.3 	-7.3 	-5.7 	-1.7 	107.5 	98.4 	89.5 	57.7 	103.2 	102.7 	101.1 	97.9 	100.7 	99.7 	100.7 	100.0 	104.6 	101.7 	102.2 	103.2 	102.0 	135.6 	161.3 	163.6 	170.5 	162.1 	108.1 	109.7 	109.0 	105.9 	105.1 	117.8 	118.6 	98.2 	102.3 	18.1 	13115.1 	3567.2 	5700.9 	1285.3 	13840.1 	2541.2 	5940.7 	3357.5 	600.0 	8543.0 	5586.2 	895.4 	12870.6 	7188.5 	6.3 	6.4 	115635.6 	94753.2 	35601.9 	610.9 	95.3 	1147.8 	49.3 	133.7 	137.1 	4538.3 	10823.0 	3.4 	5.4 	1.9 	53353.2 	113317.2 	29103.4 	208831.5 	209870.5 
2000Q1	48746.6 	27349.5 	11616.9 	9352.4 	23569.3 	23737.7 	259.4 	1.0 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	1.0 	-18.9 	-24.0 	10.7 	-2.2 	9.5 	-31.8 	-14.4 	-22.8 	-12.5 	99.70 	-7.67 	15.3 	-17.0 	-28.3 	14.0 	8.3 	-1.3 	-11.0 	113.4 	2.7 	-5.7 	0.0 	1.3 	108.9 	100.6 	92.5 	55.8 	104.1 	104.5 	101.9 	98.7 	102.3 	101.5 	100.9 	102.4 	105.1 	102.0 	102.3 	103.7 	102.2 	136.7 	162.2 	164.1 	171.6 	162.9 	109.3 	110.9 	109.2 	105.9 	105.3 	119.6 	119.8 	98.0 	104.4 	20.2 	13326.0 	3631.0 	5974.6 	1301.9 	14113.3 	2575.8 	6287.9 	3271.5 	641.3 	8686.0 	5555.2 	939.6 	13076.7 	7286.9 	6.2 	6.1 	117185.0 	90560.0 	34760.7 	607.5 	96.3 	1123.6 	50.4 	134.3 	138.1 	5765.0 	10770.8 	3.5 	5.7 	2.1 	54788.9 	114985.3 	28622.9 	212440.8 	213602.9 
2000Q2	49234.8 	27587.6 	11741.6 	9342.7 	24144.4 	24955.4 	-248.0 	1.0 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-12.2 	-17.6 	9.3 	4.6 	15.5 	-28.7 	-13.3 	-19.1 	-11.7 	100.20 	-1.67 	21.0 	-10.7 	-19.3 	8.3 	14.3 	5.0 	-11.0 	115.9 	5.7 	-4.7 	3.0 	2.0 	107.7 	101.0 	94.5 	53.1 	104.3 	104.2 	101.8 	99.4 	102.6 	101.8 	100.7 	104.5 	105.8 	102.1 	102.3 	103.9 	102.2 	137.5 	163.3 	165.0 	172.6 	163.7 	110.2 	111.8 	109.0 	105.6 	105.3 	120.7 	120.5 	98.0 	105.8 	20.3 	14122.9 	3765.8 	6272.3 	1303.7 	14894.7 	2653.6 	6650.7 	3463.5 	715.4 	8904.9 	5715.8 	1090.4 	13606.2 	7507.3 	5.8 	5.8 	108990.6 	86883.6 	35257.4 	563.4 	99.4 	1134.7 	50.7 	137.0 	141.0 	5589.1 	10696.8 	4.3 	5.5 	1.3 	56546.1 	116332.6 	29262.2 	216912.6 	217968.0 
2000Q3	49355.1 	27624.8 	11855.0 	9245.9 	24679.5 	25303.6 	5.5 	1.1 	1.1 	1.0 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-11.0 	-14.2 	11.3 	6.3 	14.8 	-31.0 	-10.3 	-19.5 	-15.0 	100.20 	-0.67 	21.0 	-7.7 	-17.3 	9.7 	15.3 	6.3 	-9.3 	114.4 	5.7 	-4.7 	-1.7 	1.0 	103.6 	98.6 	93.6 	50.7 	104.4 	103.6 	102.2 	100.7 	103.2 	102.4 	100.7 	109.0 	106.2 	102.6 	102.5 	104.5 	102.3 	138.3 	164.6 	165.9 	173.7 	164.6 	111.9 	113.5 	109.1 	105.6 	105.7 	125.3 	123.4 	98.2 	107.1 	22.7 	14414.8 	3912.0 	6425.3 	1317.9 	15419.5 	2800.6 	6694.6 	3519.9 	797.9 	8948.7 	5830.6 	1007.7 	13991.7 	7808.7 	5.6 	5.8 	103635.6 	84137.3 	36050.9 	532.4 	100.6 	1153.9 	50.4 	137.7 	141.9 	5486.9 	10884.5 	4.7 	5.6 	0.8 	58109.4 	119270.5 	29327.0 	222706.0 	222081.2 
