DATE	YER	PCR	ITR	GCR	MTR	XTR	SZR	YED	PCD	ITD	GCD	MTD	XTD	TOT	EEN	USD	QTAUF	QTEXPA	QTLAG	QTPR	QTPRO	QTBAUF	QTBPR	QTBBGL	QTBAGL	ECOSEN	INDSEN	KTPROL	KTAUF	KTAUSL	KTLAG	KTPRON	KTVPN	BAUVPN	EECOS	EINDSE	EBAUSE	EHANSE	EKONSE	IFOERW	IFOKL	IFOGL	PMI	HICP	HICP-FO	HICP-PF	HICP-UF	HICP-G	HICP-IG	HICP-GX	HICP-E	HICP-S	HICP-XA	HICP-XE	HICP-XF	HICP-XG	VPIG86	VPI-WOH8	TLIG86	TLIARG86	TLIANG86	GHPIG	GHPIOS	GHPIGG	GHPIGL	GHPIGK	GHPIVBG	GHPIKONG	GHPIINVG	GHPIINTG	OEL	EXPG	EXP6	EXP7	EXP8	IMPG	IMP6	IMP7	IMP8	EXP-US	EXP-EU	EXP-DE	IMP-US	IMP-EU	IMP-DE	ALQN	ALQNSA	ALOSM	ALOSW	OFST	STANDR	INDPROD	ATX	M1	M2	M3	DAX	DowJones	STI	SEKMRE	YIELD	DCR-HH	DCR-F	DCR-G	DEBT	DCR
2000Q4	49765.7 	27804.1 	11985.1 	9203.2 	25491.9 	26277.9 	-12.7 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-12.4 	-16.4 	9.9 	8.9 	11.8 	-36.5 	-4.6 	-21.9 	-16.5 	99.93 	-1.00 	19.7 	-6.7 	-17.0 	10.0 	13.0 	11.7 	-8.7 	112.9 	5.0 	-6.7 	-2.7 	1.0 	102.4 	97.2 	92.1 	47.0 	105.4 	104.2 	102.1 	101.6 	104.0 	103.4 	100.8 	113.1 	106.9 	103.3 	103.1 	105.2 	102.9 	139.2 	165.4 	167.1 	174.8 	165.6 	111.7 	113.3 	109.5 	105.6 	105.9 	126.0 	124.0 	98.3 	107.8 	22.5 	14853.4 	4023.9 	6694.2 	1404.1 	16151.3 	2941.0 	6994.8 	3712.5 	785.1 	9504.5 	6163.3 	1069.5 	14396.7 	7970.2 	5.6 	5.6 	100223.7 	85793.2 	36008.2 	532.4 	103.7 	1100.3 	50.1 	137.4 	141.8 	5115.7 	10582.2 	5.0 	5.4 	0.4 	59049.7 	121164.1 	28940.2 	224778.3 	223365.0 
2001Q1	49740.6 	27942.2 	11686.5 	9165.5 	25894.5 	26440.6 	400.3 	1.1 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.1 	0.9 	-14.3 	-16.9 	12.8 	8.7 	11.2 	-37.0 	-14.4 	-25.7 	-15.0 	99.70 	-4.00 	19.0 	-11.0 	-20.7 	11.0 	10.7 	4.7 	-12.7 	109.9 	0.7 	-7.0 	-1.7 	1.3 	98.7 	95.4 	92.2 	41.7 	106.1 	106.7 	102.6 	103.0 	104.1 	103.1 	101.4 	112.0 	107.7 	103.9 	103.9 	105.6 	103.7 	139.9 	166.0 	168.3 	176.0 	166.7 	110.8 	112.4 	109.9 	105.8 	105.8 	124.8 	123.5 	98.4 	107.2 	19.8 	15236.1 	4061.2 	6757.3 	1450.6 	16182.5 	3011.1 	6996.4 	3714.7 	800.4 	9818.7 	6308.3 	1020.0 	14437.7 	8062.9 	5.8 	5.7 	111243.5 	84282.7 	33263.6 	596.0 	103.9 	1146.3 	50.8 	139.3 	144.8 	4838.7 	10512.5 	4.7 	5.1 	0.3 	59776.7 	121241.2 	28992.3 	225367.9 	224308.4 
2001Q2	49470.8 	27891.7 	11540.2 	9157.0 	25579.5 	26221.4 	239.9 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-22.5 	-27.2 	19.0 	-3.4 	4.9 	-35.9 	-28.5 	-33.9 	-27.5 	99.30 	-10.33 	8.7 	-21.0 	-28.3 	15.0 	5.0 	-3.3 	-24.3 	105.1 	-6.3 	-9.0 	-6.0 	-1.7 	94.7 	90.7 	86.7 	43.0 	107.1 	108.0 	103.2 	105.1 	104.9 	103.5 	101.5 	114.2 	108.4 	104.6 	104.7 	106.0 	104.4 	141.0 	166.9 	169.4 	177.3 	167.8 	111.4 	112.9 	109.9 	105.6 	106.0 	127.6 	125.1 	98.0 	106.9 	20.3 	15007.0 	4013.4 	6661.8 	1452.9 	16062.7 	2925.3 	6934.2 	3677.9 	834.7 	9521.7 	6069.0 	1113.5 	14400.3 	8008.0 	5.9 	5.9 	110844.8 	86282.6 	30720.8 	649.6 	100.6 	1209.1 	51.0 	140.2 	145.9 	4595.0 	10667.2 	4.6 	5.3 	0.7 	60587.5 	123033.9 	28740.6 	229022.4 	225515.8 
2001Q3	49724.7 	27946.8 	11321.5 	9141.6 	25815.4 	27088.9 	41.3 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-29.5 	-30.6 	20.0 	-3.1 	3.4 	-62.7 	-31.6 	-41.5 	-30.6 	98.57 	-16.67 	-3.0 	-32.3 	-38.0 	15.7 	-2.3 	-7.0 	-29.0 	98.5 	-10.3 	-12.0 	-6.0 	-8.0 	93.7 	88.0 	82.5 	46.7 	107.0 	107.5 	104.0 	106.0 	104.9 	103.1 	101.6 	112.2 	109.5 	105.0 	105.4 	106.7 	104.9 	141.7 	168.0 	170.6 	178.6 	168.8 	111.5 	112.8 	110.2 	105.6 	106.4 	128.3 	125.7 	98.2 	105.9 	19.1 	15177.2 	4051.8 	6646.8 	1465.6 	15631.7 	2876.7 	6593.8 	3647.3 	850.4 	9501.2 	5949.4 	913.1 	14217.1 	7906.3 	6.1 	6.2 	115599.8 	89892.2 	28646.1 	731.4 	101.1 	1188.3 	51.8 	142.1 	147.6 	3936.3 	9988.5 	4.3 	5.2 	0.9 	61114.7 	123311.0 	28584.0 	230443.9 	225752.1 
2001Q4	49676.6 	28034.6 	11581.0 	9161.7 	26361.1 	27352.3 	-91.9 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-41.5 	-42.1 	21.0 	-11.6 	-4.8 	-52.7 	-30.7 	-47.6 	-32.7 	98.13 	-22.00 	-12.0 	-40.7 	-43.0 	19.0 	-6.3 	-14.3 	-25.3 	89.5 	-17.7 	-14.7 	-9.3 	-11.7 	91.9 	85.3 	79.0 	44.2 	107.5 	108.4 	104.4 	106.7 	104.7 	102.7 	101.8 	108.6 	110.9 	105.4 	106.1 	107.5 	105.3 	142.2 	168.9 	171.6 	179.8 	169.9 	110.4 	111.7 	110.1 	105.6 	106.1 	126.3 	124.7 	98.1 	105.0 	14.7 	15118.3 	3930.8 	6659.0 	1452.5 	15642.8 	2777.5 	6695.5 	3644.8 	835.0 	9362.0 	5860.6 	1146.1 	14049.4 	7925.6 	6.5 	6.6 	123603.4 	94046.5 	26122.4 	854.3 	99.4 	1087.0 	52.9 	144.6 	150.2 	3665.9 	9643.4 	3.4 	4.8 	1.4 	61789.5 	124445.4 	28392.9 	232237.8 	227323.4 
2002Q1	49966.5 	28014.0 	11348.4 	9149.2 	26418.8 	27854.4 	19.4 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-36.7 	-39.5 	20.1 	-5.7 	1.9 	-49.2 	-33.5 	-48.6 	-35.6 	98.63 	-18.00 	-6.3 	-36.0 	-42.3 	17.7 	0.3 	-6.3 	-22.3 	94.5 	-13.0 	-15.3 	-16.0 	-10.0 	101.2 	88.9 	77.1 	52.4 	108.0 	110.2 	104.5 	107.4 	104.9 	102.7 	102.0 	107.3 	111.3 	105.8 	106.5 	108.0 	105.6 	142.7 	169.6 	172.5 	181.0 	171.1 	110.3 	111.4 	109.9 	105.4 	106.7 	127.4 	125.1 	97.8 	104.6 	15.9 	15635.1 	3964.5 	6713.5 	1494.8 	15489.0 	2765.5 	6464.6 	3643.8 	860.8 	9775.6 	6137.7 	1087.9 	14069.0 	7852.9 	6.8 	6.6 	130043.1 	98185.0 	24318.1 	940.2 	98.5 	1201.2 	51.6 	144.4 	150.9 	3856.3 	10103.5 	3.4 	5.5 	2.1 	62357.4 	125311.0 	28737.2 	235044.7 	227543.8 
2002Q2	50488.1 	28132.7 	11386.3 	9139.1 	26384.9 	27752.8 	462.1 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	0.9 	-37.1 	-34.8 	18.4 	-2.2 	8.6 	-50.6 	-13.5 	-30.9 	-24.2 	98.77 	-15.00 	-2.7 	-38.0 	-39.7 	15.3 	8.7 	-4.3 	-14.7 	96.6 	-10.0 	-16.7 	-18.0 	-8.7 	105.3 	91.1 	77.6 	55.0 	108.8 	109.3 	104.9 	106.6 	105.2 	103.3 	102.2 	109.7 	112.0 	106.3 	107.0 	108.6 	106.3 	143.5 	170.4 	173.5 	182.2 	172.2 	110.3 	111.7 	110.2 	105.8 	106.8 	126.4 	124.6 	98.4 	104.5 	19.1 	15813.8 	3996.8 	6482.6 	1475.6 	15522.3 	2700.8 	6458.6 	3583.6 	885.6 	9838.2 	6205.3 	1095.3 	13975.7 	7743.0 	6.9 	6.8 	134797.1 	98072.5 	22860.3 	1030.5 	100.7 	1304.0 	52.4 	144.0 	149.9 	3629.1 	9913.0 	3.4 	5.6 	2.2 	63338.1 	125112.1 	28705.0 	236206.4 	228364.7 
2002Q3	50375.6 	28308.1 	11153.1 	9150.5 	26510.0 	27723.7 	550.2 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	1.0 	-32.2 	-31.8 	18.2 	1.5 	4.6 	-52.0 	-12.8 	-42.0 	-21.0 	98.53 	-16.67 	-0.7 	-37.7 	-42.7 	15.0 	2.7 	-2.3 	-12.7 	94.1 	-11.7 	-22.0 	-16.7 	-10.0 	100.6 	88.9 	77.7 	51.1 	108.9 	108.8 	105.2 	106.4 	105.4 	103.3 	102.4 	109.4 	112.4 	106.6 	107.5 	109.1 	106.8 	144.1 	170.8 	174.5 	183.3 	173.1 	110.9 	112.2 	110.2 	105.6 	106.9 	127.9 	125.5 	98.4 	104.9 	20.5 	15698.9 	4118.3 	5245.7 	1485.6 	15603.4 	2720.7 	6410.4 	3607.9 	847.1 	9812.4 	6247.3 	741.6 	14208.5 	7740.2 	7.0 	7.0 	137226.6 	98842.0 	22571.5 	1062.6 	99.1 	1140.7 	52.9 	143.7 	149.7 	2695.1 	8501.9 	3.4 	4.9 	1.5 	64161.8 	123825.7 	28531.8 	235939.4 	227961.3 
2002Q4	50399.3 	28400.1 	10973.0 	9218.6 	26368.0 	27692.8 	482.8 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	1.0 	-31.4 	-31.0 	15.8 	-1.3 	6.3 	-49.9 	-7.0 	-40.9 	-21.0 	98.90 	-13.33 	1.0 	-35.0 	-40.3 	14.0 	9.7 	-1.7 	-9.3 	92.4 	-10.0 	-22.7 	-15.0 	-14.0 	97.2 	87.4 	78.0 	50.9 	109.3 	109.9 	105.2 	106.5 	105.8 	103.6 	102.5 	110.2 	112.9 	107.0 	107.8 	109.3 	107.1 	144.7 	171.9 	175.4 	184.3 	174.0 	111.0 	112.3 	110.4 	105.6 	107.5 	128.2 	125.8 	98.5 	105.2 	20.3 	15843.5 	4074.3 	5394.8 	1459.0 	15494.0 	2743.6 	6422.7 	3543.6 	796.9 	9882.6 	6186.4 	781.1 	13951.1 	7729.7 	6.9 	7.0 	135436.9 	97333.3 	23397.7 	1013.1 	99.0 	1091.4 	54.6 	144.4 	150.5 	2291.8 	8403.8 	3.1 	4.6 	1.5 	64933.9 	122891.6 	28765.3 	236085.2 	228053.0 
2003Q1	50644.9 	28518.4 	11669.0 	9238.4 	27646.1 	28407.9 	457.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.0 	1.1 	1.1 	-32.7 	-34.3 	13.6 	-5.6 	4.8 	-46.1 	-8.9 	-35.0 	-13.8 	98.93 	-12.00 	4.3 	-29.3 	-37.7 	11.3 	5.0 	-1.0 	-6.0 	90.6 	-11.0 	-20.0 	-15.3 	-19.3 	97.9 	88.1 	78.6 	49.7 	109.9 	111.5 	105.6 	106.9 	106.2 	104.0 	102.5 	112.7 	113.6 	107.3 	108.1 	109.6 	107.4 	145.2 	172.8 	176.4 	185.2 	174.9 	112.3 	113.7 	110.5 	105.7 	107.2 	130.7 	127.2 	98.3 	106.5 	23.8 	16135.2 	4159.7 	5441.8 	1485.0 	16420.7 	2800.2 	6883.5 	3626.3 	847.9 	9888.1 	6204.4 	814.7 	14417.4 	7982.6 	6.8 	6.7 	135787.1 	97769.2 	22348.7 	1039.7 	100.7 	1154.8 	57.1 	146.2 	152.6 	1975.4 	8122.4 	2.7 	4.1 	1.4 	65747.1 	122686.3 	28493.3 	236129.3 	228406.6 
2003Q2	50557.3 	28562.2 	11789.7 	9257.4 	27347.7 	27689.1 	606.7 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.0 	1.1 	1.1 	-28.2 	-28.3 	12.7 	-1.1 	3.3 	-36.0 	-10.3 	-28.5 	-11.3 	98.90 	-12.67 	1.3 	-32.7 	-40.7 	9.7 	4.3 	-4.7 	-1.7 	91.4 	-12.0 	-20.7 	-12.3 	-19.3 	97.1 	87.7 	78.7 	48.9 	110.0 	111.2 	105.9 	107.5 	105.9 	103.5 	102.7 	109.3 	114.2 	107.5 	108.4 	109.9 	107.6 	145.3 	173.0 	177.3 	186.2 	175.8 	112.6 	112.6 	110.4 	105.8 	107.0 	129.0 	126.0 	98.6 	107.1 	20.1 	15490.4 	4098.3 	5056.2 	1484.2 	15908.1 	2795.5 	6538.8 	3640.1 	776.2 	9649.1 	6060.1 	741.7 	14456.8 	8163.8 	7.0 	7.0 	139801.6 	99984.3 	21804.8 	1109.0 	100.4 	1263.3 	59.5 	149.5 	156.0 	2158.3 	8684.3 	2.4 	3.9 	1.5 	65936.9 	121649.4 	28174.3 	235938.1 	227956.5 
2003Q3	50667.6 	28597.9 	11809.6 	9270.8 	27540.2 	28308.5 	220.9 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.0 	1.1 	1.1 	-36.0 	-44.0 	15.7 	-8.6 	3.1 	-35.4 	-2.6 	-21.5 	-12.6 	99.07 	-12.00 	4.3 	-32.7 	-47.3 	9.7 	6.3 	-5.7 	-0.3 	94.2 	-11.3 	-21.3 	-10.0 	-17.3 	102.7 	90.8 	79.4 	54.1 	110.1 	110.8 	106.6 	108.1 	106.2 	103.6 	102.7 	109.5 	114.8 	107.9 	108.8 	110.3 	108.0 	145.9 	173.0 	178.5 	187.3 	176.8 	113.5 	113.4 	110.3 	105.4 	107.3 	131.6 	127.7 	98.1 	108.7 	21.6 	16126.9 	4110.1 	5442.0 	1482.6 	16276.0 	2813.6 	6836.2 	3633.7 	869.8 	10044.1 	6355.0 	835.8 	14797.5 	8352.9 	7.2 	7.2 	141712.1 	101970.7 	21627.7 	1153.4 	102.0 	1343.9 	62.1 	151.6 	158.4 	2472.1 	9308.2 	2.1 	4.2 	2.0 	66800.5 	120985.0 	28810.3 	237961.0 	229817.6 
2003Q4	50809.4 	28705.6 	11983.0 	9301.0 	28412.0 	28701.8 	529.9 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.0 	1.1 	1.2 	-29.3 	-35.5 	9.1 	-0.9 	11.7 	-38.5 	0.4 	-23.1 	-11.7 	99.47 	-7.33 	13.3 	-27.3 	-39.7 	8.7 	13.7 	1.0 	6.3 	97.8 	-7.3 	-19.7 	-8.0 	-16.0 	109.3 	95.7 	82.6 	60.6 	110.6 	112.5 	107.3 	108.8 	106.7 	103.8 	102.9 	109.3 	115.5 	108.3 	109.3 	110.7 	108.5 	146.4 	172.8 	179.4 	188.2 	177.6 	114.8 	114.6 	110.3 	105.2 	107.7 	133.1 	128.5 	98.1 	111.5 	22.3 	16446.8 	4179.3 	5496.5 	1540.0 	16672.8 	2827.9 	7239.3 	3733.0 	954.2 	10258.4 	6476.8 	734.0 	14929.3 	8668.3 	7.1 	7.2 	141562.9 	102259.7 	21230.0 	1179.9 	102.2 	1453.6 	64.1 	154.0 	161.7 	2666.1 	9859.3 	2.1 	4.4 	2.2 	67560.9 	120882.3 	29576.6 	239380.5 	231080.9 
2004Q1	51009.5 	28780.7 	11948.2 	9289.1 	28211.9 	28887.0 	316.5 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.0 	1.1 	1.3 	-24.2 	-33.1 	11.4 	4.4 	8.3 	-40.0 	7.0 	-26.2 	-11.6 	99.20 	-10.67 	10.7 	-28.3 	-39.3 	10.3 	7.0 	3.3 	6.7 	98.7 	-6.7 	-19.7 	-8.3 	-14.3 	110.7 	97.2 	84.9 	62.5 	111.5 	113.7 	108.2 	109.0 	107.1 	104.4 	103.1 	111.7 	116.1 	108.9 	109.8 	111.1 	109.0 	147.2 	173.5 	180.2 	189.1 	178.5 	116.2 	116.3 	110.3 	105.3 	108.1 	132.7 	128.3 	97.9 	115.1 	24.4 	16712.2 	4263.3 	5738.3 	1512.6 	16623.7 	2925.9 	7074.8 	3678.4 	1067.2 	10332.9 	6649.4 	723.5 	15095.3 	8775.3 	7.1 	7.0 	139986.6 	103018.7 	22683.6 	1076.5 	104.6 	1756.8 	66.1 	156.0 	163.6 	2891.5 	10488.5 	2.1 	4.2 	2.1 	68334.7 	121834.7 	29876.4 	241599.1 	233421.7 
2004Q2	51458.1 	28932.6 	11883.1 	9280.0 	29334.0 	30569.0 	127.4 	1.1 	1.1 	1.1 	1.1 	1.1 	1.1 	1.0 	1.1 	1.2 	-26.4 	-29.8 	9.6 	5.1 	9.7 	-40.5 	3.2 	-27.7 	-14.7 	99.43 	-8.67 	13.8 	-26.7 	-36.7 	7.0 	8.0 	4.3 	7.0 	100.0 	-4.7 	-16.7 	-7.7 	-14.7 	NaN	NaN	NaN	62.1 	112.1 	113.8 	108.7 	109.4 	107.9 	105.2 	103.1 	117.2 	116.8 	109.5 	110.1 	111.7 	109.6 	148.2 	174.3 	181.1 	190.0 	179.3 	119.1 	119.4 	110.6 	105.7 	107.9 	134.2 	129.1 	98.0 	119.6 	27.0 	18018.0 	4451.1 	6358.8 	1548.2 	17490.1 	3001.7 	7501.5 	3777.5 	1152.9 	10888.9 	7090.1 	NaN	15878.8 	9373.6 	7.1 	7.1 	140233.8 	103829.4 	24416.8 	1025.0 	105.7 	1908.8 	66.6 	158.0 	165.1 	2816.4 	10291.7 	2.1 	4.3 	2.3 	69517.6 	122870.0 	30056.1 	243798.0 	235364.4 
2004Q3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.2 	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.2 	NaN	NaN	-23.6 	-32.3 	6.3 	7.1 	3.5 	-0.7 	101.0 	-3.5 	-16.8 	-8.2 	-12.9 	NaN	NaN	NaN	60.0 	112.4 	113.1 	109.0 	109.4 	108.4 	105.8 	103.6 	119.9 	117.4 	110.1 	110.6 	112.1 	110.0 	149.1 	175.8 	182.0 	190.9 	180.2 	120.4 	120.8 	110.9 	105.9 	107.9 	134.5 	129.5 	98.4 	122.8 	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.1 	7.1 	139996.6 	104029.5 	24708.7 	1030.6 	NaN	2004.0 	66.9 	160.2 	167.0 	2679.0 	10096.7 	2.2 	4.3 	2.2 	70108.5 	124020.0 	30665.1 	245512.6 	236815.2 
